USO2013,TU,month,temperature,rainfall,population,water_consumption
H2,DOMESTICO MEDIO,,30,50,10583,11.0
H3,SOCIAL,,29,13,31611,34.0
H3,DOMESTICO MEDIO,,34,74,32197,35.0
H1,DOMESTICO RESIDENCIAL,,28,89,34888,2.0
H3,DOMESTICO MEDIO,,22,38,35526,18.0
H3,DOMESTICO MEDIO,,30,52,11039,1.0
H3,DOMESTICO RESIDENCIAL,,32,26,40013,10.0
H3,DOMESTICO RESIDENCIAL,,29,64,44797,4.0
H2,DOMESTICO MEDIO,,27,48,31719,22.0
MX,DOMESTICO MEDIO,,23,93,48134,22.0
H3,SOCIAL,,24,63,28064,18.0
H3,DOMESTICO MEDIO,,32,58,48365,38.0
H2,DOMESTICO MEDIO,,39,97,34148,27.0
H3,DOMESTICO MEDIO,,30,72,23575,20.0
H3,DOMESTICO MEDIO,,20,91,18780,11.0
H2,COMERCIAL,,32,74,32322,0.0
H3,COMERCIAL,,24,77,15957,2.0
H2,DOMESTICO MEDIO,,31,13,44209,16.0
H3,DOMESTICO MEDIO,,29,75,40176,18.0
H2,DOMESTICO MEDIO,,39,48,27070,18.0
H2,DOMESTICO RESIDENCIAL,,26,49,35502,21.0
H3,DOMESTICO MEDIO,,35,83,45689,11.0
MX,DOMESTICO MEDIO,,28,63,40587,40.0
H3,DOMESTICO MEDIO,,30,40,16366,15.0
H3,DOMESTICO MEDIO,,21,80,27121,27.0
H2,DOMESTICO MEDIO,,30,85,24066,17.0
H2,DOMESTICO MEDIO,,39,19,46325,27.0
MX,COMERCIAL,,27,65,34874,0.0
MX,COMERCIAL,,32,69,28837,3.0
H3,DOMESTICO RESIDENCIAL,,36,58,18781,5.0
MX,DOMESTICO MEDIO,,28,40,16522,10.0
H2,DOMESTICO MEDIO,,29,48,28187,6.0
H3,DOMESTICO RESIDENCIAL,,26,81,45559,8.0
H3,DOMESTICO MEDIO,,27,18,24758,11.0
H2,DOMESTICO MEDIO,,35,97,44097,21.0
H3,DOMESTICO MEDIO,,28,61,20358,17.0
H2,DOMESTICO MEDIO,,29,72,36776,1.0
H2,DOMESTICO RESIDENCIAL,,32,96,27160,0.0
H1,DOMESTICO RESIDENCIAL,,23,10,26734,28.0
H3,DOMESTICO MEDIO,,37,1,13328,21.0
H3,DOMESTICO MEDIO,,31,83,47289,30.0
MX,COMERCIAL,,33,13,10946,36.0
H2,DOMESTICO MEDIO,,29,22,29867,20.0
H2,SOCIAL,,24,37,26590,13.0
H1,DOMESTICO MEDIO,,24,60,15796,18.0
H3,DOMESTICO MEDIO,,33,94,26964,16.0
H2,DOMESTICO RESIDENCIAL,,39,61,36107,38.0
H3,DOMESTICO MEDIO,,38,80,16319,0.0
H3,DOMESTICO MEDIO,,22,7,20102,39.0
H3,DOMESTICO MEDIO,,27,9,22271,20.0
H3,DOMESTICO MEDIO,,21,21,48311,20.0
H2,SOCIAL,,29,46,14567,7.0
MX,DOMESTICO MEDIO,,22,36,19291,22.0
H2,SOCIAL,,26,13,41777,26.0
H3,SOCIAL,,21,95,10238,21.0
H2,DOMESTICO MEDIO,,23,36,29449,24.0
H3,DOMESTICO MEDIO,,21,20,15805,22.0
H2,DOMESTICO MEDIO,,26,86,12506,55.0
H2,DOMESTICO MEDIO,,21,30,24956,2.0
MX,DOMESTICO MEDIO,,34,25,31651,23.0
H1,SOCIAL,,22,44,11413,42.0
H3,DOMESTICO MEDIO,,30,45,26051,10.0
H2,DOMESTICO MEDIO,,33,27,23222,0.0
MX,DOMESTICO MEDIO,,24,41,21318,22.0
H1,DOMESTICO MEDIO,,27,54,21436,74.0
H3,SOCIAL,,34,49,35279,19.0
H3,DOMESTICO MEDIO,,21,85,18625,20.0
H2,DOMESTICO MEDIO,,38,64,15972,21.0
H3,DOMESTICO MEDIO,,23,21,13974,3.0
H3,DOMESTICO MEDIO,,32,93,24843,11.0
MX,DOMESTICO MEDIO,,37,74,29904,22.0
MX,DOMESTICO MEDIO,,34,2,31681,22.0
H2,DOMESTICO MEDIO,,27,77,33514,0.0
H1,DOMESTICO MEDIO,,39,87,32870,35.0
H3,SOCIAL,,23,38,40642,13.0
H3,DOMESTICO MEDIO,,38,50,38285,12.0
H2,DOMESTICO MEDIO,,32,89,39483,22.0
H3,SOCIAL,,21,28,33319,19.0
H3,DOMESTICO RESIDENCIAL,,22,8,46743,11.0
H2,DOMESTICO MEDIO,,21,13,29240,12.0
H3,DOMESTICO MEDIO,,22,77,45433,0.0
H2,SOCIAL,,32,4,13897,20.0
H2,DOMESTICO MEDIO,,30,64,45263,0.0
H3,DOMESTICO RESIDENCIAL,,35,75,41549,24.0
H3,DOMESTICO MEDIO,,37,80,29034,0.0
H3,SOCIAL,,25,69,41253,17.0
H2,DOMESTICO MEDIO,,37,23,19002,25.0
H3,DOMESTICO MEDIO,,26,23,23727,12.0
H3,DOMESTICO MEDIO,,38,93,26261,14.0
H1,DOMESTICO MEDIO,,35,92,23604,44.0
H2,DOMESTICO MEDIO,,31,16,29476,31.0
H2,DOMESTICO MEDIO,,29,11,47342,19.0
H3,DOMESTICO MEDIO,,32,30,44826,20.0
H2,SOCIAL,,30,48,39784,22.0
H3,DOMESTICO MEDIO,,25,77,34185,6.0
H2,DOMESTICO MEDIO,,30,3,41468,4.0
H3,DOMESTICO MEDIO,,30,63,15060,10.0
RHC,DOMESTICO MEDIO,,29,35,35631,22.0
H3,SOCIAL,,35,0,45820,14.0
H3,DOMESTICO MEDIO,,27,41,32198,0.0
H3,DOMESTICO MEDIO,,34,46,17064,14.0
H1,DOMESTICO MEDIO,,29,28,47945,27.0
H3,DOMESTICO MEDIO,,31,35,40573,13.0
H2,DOMESTICO MEDIO,,28,28,41892,15.0
H3,DOMESTICO RESIDENCIAL,,24,2,28223,5.0
H2,SOCIAL,,26,65,11207,23.0
H3,DOMESTICO MEDIO,,23,61,12409,18.0
H2,DOMESTICO MEDIO,,25,23,15496,32.0
H3,DOMESTICO MEDIO,,30,9,39416,0.0
H3,DOMESTICO MEDIO,,34,18,18017,14.0
H2,DOMESTICO MEDIO,,22,15,27189,9.0
H2,DOMESTICO MEDIO,,37,79,45736,23.0
H2,SOCIAL,,34,16,45020,8.0
H3,DOMESTICO MEDIO,,20,76,26975,10.0
MX,DOMESTICO MEDIO,,31,81,25674,12.0
H3,DOMESTICO RESIDENCIAL,,22,55,48031,17.0
MX,SOCIAL,,33,82,45054,29.0
H3,DOMESTICO MEDIO,,39,67,13822,4.0
H1,DOMESTICO BAJA,,25,6,48137,22.0
H2,DOMESTICO MEDIO,,28,24,38720,16.0
H1,DOMESTICO MEDIO,,30,95,19433,32.0
H1,DOMESTICO MEDIO,,26,54,23784,9.0
H3,SOCIAL,,35,41,22333,26.0
AVD,DOMESTICO MEDIO,,38,40,29626,15.0
H3,DOMESTICO MEDIO,,24,45,24196,12.0
H3,DOMESTICO RESIDENCIAL,,28,9,34815,16.0
H2,DOMESTICO RESIDENCIAL,,38,75,49136,0.0
H1,DOMESTICO RESIDENCIAL,,37,73,37115,45.0
MX,COMERCIAL,,20,42,15615,13.0
H2,SOCIAL,,34,78,25165,26.0
H2,DOMESTICO MEDIO,,36,84,38949,14.0
H2,DOMESTICO BAJA,,34,30,11062,20.0
H3,DOMESTICO MEDIO,,23,54,14197,10.0
H2,DOMESTICO MEDIO,,32,71,12074,0.0
H2,DOMESTICO MEDIO,,30,72,30088,21.0
MX,SOCIAL,,27,38,15741,12.0
H3,DOMESTICO MEDIO,,28,99,12933,10.0
H3,DOMESTICO RESIDENCIAL,,30,37,43691,8.0
MX,DOMESTICO MEDIO,,22,18,16103,43.0
H2,DOMESTICO MEDIO,,25,90,25812,21.0
H3,DOMESTICO MEDIO,,29,18,49419,0.0
H3,DOMESTICO MEDIO,,38,42,16715,13.0
H1,DOMESTICO MEDIO,,23,93,23780,20.0
H3,DOMESTICO MEDIO,,36,13,46692,10.0
H3,DOMESTICO MEDIO,,20,7,42101,23.0
H3,SOCIAL,,35,83,34556,22.0
H3,DOMESTICO MEDIO,,36,97,17013,10.0
H3,DOMESTICO RESIDENCIAL,,39,6,31094,0.0
H2,DOMESTICO MEDIO,,29,33,27013,35.0
H3,DOMESTICO MEDIO,,37,65,17056,33.0
H2,DOMESTICO MEDIO,,37,91,19355,4.0
H2,DOMESTICO MEDIO,,22,96,31453,20.0
H2,SOCIAL,,36,57,33289,13.0
H2,DOMESTICO MEDIO,,32,95,46250,8.0
H3,DOMESTICO MEDIO,,33,28,10700,40.0
H2,DOMESTICO RESIDENCIAL,,33,55,28867,17.0
H3,DOMESTICO MEDIO,,29,56,30688,18.0
MX,COMERCIAL,,25,66,26889,10.0
H2,DOMESTICO MEDIO,,24,52,40941,21.0
H3,DOMESTICO MEDIO,,32,52,34387,7.0
H2,DOMESTICO MEDIO,,35,23,15600,7.0
H3,DOMESTICO MEDIO,,29,35,18869,25.0
H2,DOMESTICO MEDIO,,23,88,30808,21.0
H2,COMERCIAL,,25,91,14171,20.0
H2,DOMESTICO MEDIO,,20,6,26664,18.0
H2,SOCIAL,,30,89,48386,22.0
H3,DOMESTICO MEDIO,,28,18,29965,28.0
H3,DOMESTICO MEDIO,,23,44,37368,10.0
H3,DOMESTICO MEDIO,,38,63,28652,12.0
H2,DOMESTICO MEDIO,,27,7,29293,11.0
H2,DOMESTICO MEDIO,,37,67,27251,0.0
H3,DOMESTICO MEDIO,,26,3,38821,25.0
H3,DOMESTICO MEDIO,,37,97,40038,8.0
MX,COMERCIAL,,30,15,37658,10.0
H2,DOMESTICO MEDIO,,28,92,40983,65.0
H2,DOMESTICO MEDIO,,24,33,27268,20.0
H1,DOMESTICO MEDIO,,21,72,24957,28.0
H2,DOMESTICO MEDIO,,21,91,42985,21.0
H3,DOMESTICO MEDIO,,37,22,31178,18.0
H3,SOCIAL,,30,72,29940,14.0
H2,DOMESTICO MEDIO,,27,0,49590,20.0
H2,DOMESTICO MEDIO,,32,86,40411,0.0
H2,DOMESTICO MEDIO,,30,40,27371,0.0
H3,DOMESTICO RESIDENCIAL,,28,89,34275,12.0
H3,DOMESTICO MEDIO,,20,55,19878,17.0
H3,DOMESTICO MEDIO,,37,32,47514,12.0
H3,DOMESTICO MEDIO,,20,9,28442,10.0
MX,DOMESTICO MEDIO,,23,24,40546,8.0
H2,DOMESTICO MEDIO,,22,6,16447,26.0
MX,DOMESTICO MEDIO,,27,1,31742,10.0
H3,DOMESTICO RESIDENCIAL,,36,25,40089,22.0
H2,SOCIAL,,32,12,31704,22.0
H3,DOMESTICO RESIDENCIAL,,27,34,48094,15.0
H3,DOMESTICO MEDIO,,30,47,39965,26.0
H3,DOMESTICO RESIDENCIAL,,29,44,16753,9.0
H3,DOMESTICO MEDIO,,34,0,27333,19.0
H2,DOMESTICO MEDIO,,39,76,23827,22.0
H3,DOMESTICO MEDIO,,35,52,34019,9.0
H3,DOMESTICO MEDIO,,28,48,37405,21.0
H3,DOMESTICO MEDIO,,25,35,24691,20.0
H2,DOMESTICO MEDIO,,36,92,11677,10.0
H2,DOMESTICO MEDIO,,23,98,36265,14.0
H3,DOMESTICO MEDIO,,28,76,16363,21.0
H2,DOMESTICO MEDIO,,34,95,49459,18.0
H2,DOMESTICO RESIDENCIAL,,21,51,47319,2.0
H3,DOMESTICO MEDIO,,38,84,10200,15.0
H3,DOMESTICO RESIDENCIAL,,32,54,47469,54.0
H3,DOMESTICO MEDIO,,25,22,34352,3.0
H2,COMERCIAL,,28,35,19479,3.0
H3,DOMESTICO RESIDENCIAL,,29,1,13509,0.0
H3,COMERCIAL,,32,59,12250,3901.0
H3,DOMESTICO MEDIO,,32,32,21255,5.0
H3,DOMESTICO RESIDENCIAL,,35,96,47866,0.0
H2,DOMESTICO MEDIO,,34,34,10521,20.0
H3,DOMESTICO MEDIO,,31,72,10132,10.0
H2,DOMESTICO MEDIO,,33,90,49826,9.0
H3,DOMESTICO BAJA,,37,14,46250,30.0
MX,COMERCIAL,,25,99,16117,15.0
H2,DOMESTICO MEDIO,,27,69,45236,11.0
H3,DOMESTICO MEDIO,,23,21,18219,25.0
MX,DOMESTICO MEDIO,,26,51,19361,28.0
H3,DOMESTICO MEDIO,,37,49,37603,14.0
H2,DOMESTICO MEDIO,,26,12,31070,20.0
MX,COMERCIAL,,38,43,19250,18.0
H2,SOCIAL,,32,76,37030,12.0
H3,DOMESTICO MEDIO,,38,78,30410,5.0
H3,DOMESTICO MEDIO,,26,73,27167,19.0
H3,DOMESTICO MEDIO,,37,20,33568,10.0
MX,DOMESTICO MEDIO,,25,42,33177,2.0
MX,COMERCIAL,,23,50,24208,2.0
H3,DOMESTICO MEDIO,,23,26,29904,8.0
H2,DOMESTICO MEDIO,,28,85,48191,24.0
H3,DOMESTICO MEDIO,,21,26,15550,30.0
MX,DOMESTICO MEDIO,,36,55,19590,18.0
H3,DOMESTICO MEDIO,,23,89,45355,20.0
H2,DOMESTICO MEDIO,,38,42,38467,25.0
H2,DOMESTICO MEDIO,,25,3,40303,21.0
H3,DOMESTICO MEDIO,,30,36,34419,33.0
H3,DOMESTICO MEDIO,,29,74,37143,24.0
H3,DOMESTICO MEDIO,,27,20,34322,24.0
H3,DOMESTICO MEDIO,,33,52,42114,7.0
H3,DOMESTICO MEDIO,,36,46,11842,4.0
H2,DOMESTICO MEDIO,,31,95,33424,10.0
H2,DOMESTICO MEDIO,,28,74,10427,6.0
H3,DOMESTICO MEDIO,,24,52,12293,7.0
H3,DOMESTICO MEDIO,,36,79,14350,0.0
H3,DOMESTICO MEDIO,,34,28,12197,26.0
H3,COMERCIAL,,38,22,15164,5682.0
H2,DOMESTICO MEDIO,,31,5,18138,36.0
H2,DOMESTICO MEDIO,,23,74,12498,21.0
H3,DOMESTICO MEDIO,,22,47,48872,12.0
H1,DOMESTICO MEDIO,,29,73,35307,6.0
H3,DOMESTICO MEDIO,,24,88,24315,25.0
H3,DOMESTICO MEDIO,,28,65,16126,6.0
H3,DOMESTICO MEDIO,,34,5,20951,12.0
H3,DOMESTICO MEDIO,,38,77,17530,17.0
H3,DOMESTICO MEDIO,,30,59,21527,12.0
H3,DOMESTICO MEDIO,,35,37,40331,5.0
H2,DOMESTICO MEDIO,,23,39,46544,30.0
H2,DOMESTICO MEDIO,,38,50,49330,20.0
H3,DOMESTICO MEDIO,,33,7,11169,11.0
H2,SOCIAL,,38,23,34716,29.0
H2,DOMESTICO MEDIO,,22,71,47494,10.0
H3,DOMESTICO MEDIO,,39,79,35658,11.0
H3,DOMESTICO MEDIO,,20,2,15812,4.0
H1,SOCIAL,,37,19,36990,29.0
H2,DOMESTICO MEDIO,,23,35,18170,12.0
H1,DOMESTICO MEDIO,,26,45,24307,25.0
H2,DOMESTICO MEDIO,,38,69,39358,23.0
H2,COMERCIAL,,21,22,31551,21.0
H1,DOMESTICO MEDIO,,32,13,33741,18.0
H3,DOMESTICO MEDIO,,24,76,48008,14.0
H3,DOMESTICO MEDIO,,24,24,13894,0.0
H3,DOMESTICO MEDIO,,29,37,46276,24.0
H3,DOMESTICO MEDIO,,34,73,32748,21.0
H2,SOCIAL,,38,11,48664,20.0
H3,DOMESTICO MEDIO,,21,98,33033,20.0
H1,DOMESTICO RESIDENCIAL,,20,74,21633,22.0
MX,COMERCIAL,,24,9,13652,10.0
H1,SOCIAL,,22,38,26816,24.0
H2,DOMESTICO MEDIO,,35,96,25604,21.0
H1,DOMESTICO RESIDENCIAL,,25,13,29152,37.0
H2,SOCIAL,,33,97,25975,11.0
H2,SOCIAL,,38,66,22943,14.0
H2,DOMESTICO MEDIO,,34,26,37556,5.0
MX,COMERCIAL,,39,19,26172,4.0
H1,DOMESTICO MEDIO,,39,50,35848,20.0
H3,DOMESTICO MEDIO,,20,76,33554,23.0
H3,DOMESTICO MEDIO,,34,74,29837,22.0
H2,DOMESTICO MEDIO,,33,60,24598,28.0
H2,DOMESTICO MEDIO,,31,36,25572,21.0
MX,DOMESTICO MEDIO,,32,60,15969,10.0
H3,DOMESTICO MEDIO,,30,16,49011,20.0
H3,DOMESTICO MEDIO,,38,65,44025,35.0
H2,DOMESTICO MEDIO,,25,45,22885,10.0
H3,DOMESTICO BAJA,,38,71,14144,41.0
H3,DOMESTICO RESIDENCIAL,,36,26,22084,14.0
H3,DOMESTICO MEDIO,,29,91,27300,15.0
H3,DOMESTICO MEDIO,,26,18,40418,11.0
MX,COMERCIAL,,35,55,12266,6.0
H2,DOMESTICO MEDIO,,22,83,37240,21.0
H2,DOMESTICO MEDIO,,31,11,38037,20.0
H2,SOCIAL,,22,83,20981,3.0
H3,DOMESTICO MEDIO,,32,10,25447,8.0
H2,DOMESTICO MEDIO,,35,30,21253,20.0
H2,DOMESTICO MEDIO,,27,87,28673,12.0
MX,DOMESTICO MEDIO,,25,1,28067,21.0
H3,DOMESTICO RESIDENCIAL,,23,67,13037,5.0
H2,DOMESTICO MEDIO,,27,24,40481,28.0
H1,DOMESTICO RESIDENCIAL,,36,42,37945,29.0
H2,DOMESTICO RESIDENCIAL,,38,51,39253,4.0
H2,DOMESTICO MEDIO,,25,39,24458,21.0
H3,DOMESTICO MEDIO,,26,63,21302,20.0
H3,DOMESTICO MEDIO,,26,12,19956,12.0
H3,ESPECIAL,,32,52,21019,0.0
H3,DOMESTICO RESIDENCIAL,,31,71,11807,19.0
H3,DOMESTICO RESIDENCIAL,,25,50,16129,0.0
H3,DOMESTICO MEDIO,,27,36,42361,1.0
H3,DOMESTICO MEDIO,,20,2,45143,16.0
H2,COMERCIAL,,30,59,35119,5.0
MX,COMERCIAL,,20,55,49828,3.0
H2,DOMESTICO RESIDENCIAL,,32,87,15487,23.0
H3,DOMESTICO MEDIO,,35,49,49011,41.0
H3,DOMESTICO MEDIO,,21,24,49178,8.0
MX,COMERCIAL,,25,87,21070,0.0
MX,COMERCIAL,,30,86,34264,22.0
H1,DOMESTICO RESIDENCIAL,,26,42,12589,37.0
H3,DOMESTICO RESIDENCIAL,,32,61,25436,30.0
H2,SOCIAL,,32,26,35476,42.0
H2,DOMESTICO MEDIO,,23,18,21229,6.0
H3,DOMESTICO MEDIO,,26,96,28475,10.0
MX,DOMESTICO MEDIO,,28,27,14427,6.0
H3,DOMESTICO MEDIO,,22,5,10556,12.0
H3,DOMESTICO MEDIO,,23,95,16822,13.0
MX,ESPECIAL,,28,21,10389,189.0
H2,DOMESTICO MEDIO,,25,15,28728,18.0
H2,SOCIAL,,26,11,21423,19.0
H3,DOMESTICO MEDIO,,37,63,23216,0.0
H3,DOMESTICO MEDIO,,21,28,37262,27.0
H2,DOMESTICO MEDIO,,29,55,30487,13.0
H2,DOMESTICO MEDIO,,35,84,15661,10.0
H3,SOCIAL,,34,11,21652,36.0
H3,DOMESTICO MEDIO,,38,31,35215,20.0
H2,DOMESTICO MEDIO,,37,7,45317,2.0
H3,DOMESTICO MEDIO,,30,87,44066,20.0
H3,DOMESTICO RESIDENCIAL,,27,51,17404,10.0
H3,DOMESTICO MEDIO,,31,45,41416,16.0
H3,DOMESTICO MEDIO,,36,39,31840,20.0
H3,DOMESTICO MEDIO,,25,50,31272,0.0
H2,DOMESTICO MEDIO,,26,83,31200,19.0
H1,DOMESTICO MEDIO,,26,60,21588,62.0
H2,DOMESTICO MEDIO,,37,30,37508,22.0
H2,DOMESTICO MEDIO,,20,19,33554,25.0
H3,DOMESTICO MEDIO,,29,15,16594,14.0
H3,DOMESTICO RESIDENCIAL,,36,40,20455,9.0
H3,DOMESTICO MEDIO,,35,22,11794,9.0
H3,DOMESTICO MEDIO,,37,95,40987,5.0
H3,DOMESTICO RESIDENCIAL,,27,53,42776,20.0
H3,DOMESTICO MEDIO,,34,11,12870,22.0
H2,SOCIAL,,36,79,43748,36.0
H3,DOMESTICO MEDIO,,34,95,36607,14.0
H3,DOMESTICO MEDIO,,37,78,38281,8.0
H3,DOMESTICO MEDIO,,32,25,10128,23.0
H2,DOMESTICO MEDIO,,21,91,38894,33.0
H2,DOMESTICO MEDIO,,25,53,40410,18.0
H2,DOMESTICO MEDIO,,30,84,12549,26.0
H3,DOMESTICO MEDIO,,33,79,37796,16.0
H2,DOMESTICO MEDIO,,39,80,24079,6.0
MX,SOCIAL,,32,22,22437,18.0
H3,DOMESTICO MEDIO,,24,54,15221,20.0
H3,DOMESTICO MEDIO,,29,80,12698,25.0
H2,DOMESTICO MEDIO,,30,13,31664,8.0
H3,DOMESTICO MEDIO,,23,16,49148,21.0
MX,DOMESTICO MEDIO,,37,57,23570,19.0
H3,DOMESTICO MEDIO,,27,13,31971,18.0
H3,DOMESTICO MEDIO,,36,25,47761,14.0
H3,DOMESTICO MEDIO,,33,9,13600,21.0
H2,SOCIAL,,24,30,19277,18.0
H3,DOMESTICO MEDIO,,26,15,20033,2.0
H2,DOMESTICO MEDIO,,26,21,48748,27.0
H1,DOMESTICO MEDIO,,33,92,12247,6.0
H3,DOMESTICO MEDIO,,22,96,34737,20.0
H2,DOMESTICO MEDIO,,36,98,22505,18.0
H2,DOMESTICO MEDIO,,27,5,27652,20.0
H3,DOMESTICO MEDIO,,37,13,33205,19.0
H3,DOMESTICO MEDIO,,25,79,20113,12.0
H3,DOMESTICO RESIDENCIAL,,36,28,22810,17.0
MX,DOMESTICO MEDIO,,32,74,41559,22.0
H3,DOMESTICO MEDIO,,24,41,18502,15.0
H3,DOMESTICO MEDIO,,24,81,27403,30.0
CU,COMERCIAL,,31,96,20243,94.0
H2,DOMESTICO MEDIO,,20,83,26372,19.0
H2,DOMESTICO MEDIO,,33,18,38985,1.0
H3,DOMESTICO MEDIO,,24,32,47443,24.0
H1,DOMESTICO MEDIO,,30,93,25931,28.0
H3,DOMESTICO RESIDENCIAL,,34,38,46900,23.0
H2,DOMESTICO MEDIO,,23,38,36471,22.0
H1,DOMESTICO MEDIO,,32,3,18377,32.0
MX,DOMESTICO MEDIO,,26,55,44211,16.0
H3,DOMESTICO MEDIO,,28,44,48064,19.0
H1,DOMESTICO MEDIO,,32,45,28978,21.0
MX,SOCIAL,,34,56,13151,24.0
H2,DOMESTICO MEDIO,,28,84,11221,12.0
H3,COMERCIAL,,21,98,47842,10.0
H3,DOMESTICO MEDIO,,25,98,10773,3.0
H2,DOMESTICO MEDIO,,30,10,43926,7.0
H2,DOMESTICO MEDIO,,34,38,18165,21.0
H3,DOMESTICO MEDIO,,28,8,10843,0.0
H2,DOMESTICO MEDIO,,20,98,40187,1.0
MX,DOMESTICO MEDIO,,33,80,19742,17.0
H3,DOMESTICO MEDIO,,39,76,21356,4.0
H3,DOMESTICO MEDIO,,36,13,28422,5.0
H3,DOMESTICO MEDIO,,20,13,16709,18.0
MX,COMERCIAL,,36,25,37724,10.0
H3,DOMESTICO MEDIO,,31,91,39737,24.0
MX,COMERCIAL,,35,85,26606,11.0
H3,DOMESTICO MEDIO,,23,19,17830,11.0
H2,DOMESTICO MEDIO,,28,76,19685,12.0
H3,DOMESTICO MEDIO,,35,91,10205,12.0
H2,DOMESTICO MEDIO,,36,27,18414,10.0
H2,DOMESTICO MEDIO,,38,61,18071,15.0
H3,DOMESTICO MEDIO,,38,30,42845,21.0
MX,DOMESTICO MEDIO,,35,47,47649,4.0
H3,DOMESTICO RESIDENCIAL,,32,29,11076,4.0
H2,DOMESTICO MEDIO,,32,32,31183,19.0
H2,DOMESTICO MEDIO,,34,13,42174,12.0
H3,DOMESTICO RESIDENCIAL,,28,1,26143,10.0
MX,COMERCIAL,,35,61,43406,48.0
H3,DOMESTICO MEDIO,,20,36,21568,20.0
H3,DOMESTICO MEDIO,,26,46,18237,7.0
H2,DOMESTICO MEDIO,,34,28,47433,0.0
H2,DOMESTICO MEDIO,,30,95,29938,38.0
H3,DOMESTICO MEDIO,,22,66,10941,0.0
H2,SOCIAL,,34,53,20110,29.0
H1,DOMESTICO MEDIO,,33,70,25011,7.0
H3,DOMESTICO MEDIO,,24,61,18668,17.0
H3,DOMESTICO MEDIO,,24,20,30441,9.0
H3,DOMESTICO MEDIO,,22,77,26127,11.0
MX,DOMESTICO MEDIO,,23,48,26819,8.0
H3,DOMESTICO MEDIO,,20,81,33002,6.0
H1,DOMESTICO RESIDENCIAL,,26,53,43107,60.0
H2,DOMESTICO MEDIO,,32,34,21923,56.0
H3,DOMESTICO MEDIO,,25,46,33101,23.0
H3,DOMESTICO MEDIO,,21,83,29707,20.0
H3,DOMESTICO MEDIO,,31,4,33171,10.0
H3,DOMESTICO MEDIO,,25,98,35305,32.0
H2,DOMESTICO MEDIO,,37,70,48722,19.0
H2,DOMESTICO MEDIO,,28,17,30640,10.0
MX,DOMESTICO MEDIO,,28,89,22367,19.0
H2,DOMESTICO MEDIO,,27,68,36666,18.0
H2,DOMESTICO MEDIO,,29,15,49367,15.0
H3,DOMESTICO RESIDENCIAL,,32,39,20651,14.0
H2,DOMESTICO MEDIO,,28,14,44785,29.0
H3,DOMESTICO MEDIO,,35,11,20012,10.0
H2,DOMESTICO MEDIO,,36,94,22411,21.0
H2,DOMESTICO RESIDENCIAL,,23,3,41006,30.0
H3,DOMESTICO MEDIO,,31,47,48437,15.0
H3,DOMESTICO MEDIO,,26,58,11957,13.0
H3,DOMESTICO MEDIO,,31,86,35703,7.0
H3,DOMESTICO MEDIO,,25,62,46759,13.0
H2,DOMESTICO MEDIO,,21,91,39301,7.0
H3,DOMESTICO MEDIO,,28,49,44677,3.0
H2,DOMESTICO MEDIO,,24,83,31318,20.0
H3,COMERCIAL,,32,91,20200,803.0
H2,DOMESTICO MEDIO,,22,33,13298,12.0
H3,DOMESTICO RESIDENCIAL,,32,0,10266,8.0
H3,DOMESTICO MEDIO,,33,32,45130,8.0
H3,DOMESTICO RESIDENCIAL,,20,83,17454,19.0
H3,DOMESTICO MEDIO,,29,26,42602,2.0
MX,DOMESTICO MEDIO,,39,53,18232,20.0
H3,DOMESTICO MEDIO,,30,23,10653,15.0
H2,DOMESTICO MEDIO,,34,16,17017,30.0
H3,DOMESTICO MEDIO,,26,85,47673,20.0
H3,DOMESTICO MEDIO,,27,51,38429,15.0
H3,DOMESTICO RESIDENCIAL,,23,56,17296,30.0
H1,DOMESTICO MEDIO,,25,43,15811,19.0
H3,DOMESTICO MEDIO,,29,48,36969,20.0
H3,DOMESTICO MEDIO,,33,6,38699,27.0
H3,DOMESTICO MEDIO,,32,92,22005,20.0
H3,DOMESTICO BAJA,,21,65,36364,30.0
H3,DOMESTICO MEDIO,,23,26,15078,20.0
H3,DOMESTICO RESIDENCIAL,,28,82,44714,15.0
H3,DOMESTICO MEDIO,,29,48,26682,20.0
H3,DOMESTICO RESIDENCIAL,,23,21,30655,30.0
H2,DOMESTICO MEDIO,,31,49,26833,1.0
H1,DOMESTICO MEDIO,,31,69,33300,19.0
H2,DOMESTICO MEDIO,,32,10,44866,21.0
H3,DOMESTICO MEDIO,,20,85,42495,25.0
H3,DOMESTICO MEDIO,,37,1,37078,21.0
MX,DOMESTICO MEDIO,,34,14,32861,17.0
H2,DOMESTICO MEDIO,,30,90,38650,13.0
H2,DOMESTICO MEDIO,,38,91,46846,16.0
H3,DOMESTICO MEDIO,,30,57,35896,10.0
MX,COMERCIAL,,24,15,33714,10.0
H3,DOMESTICO MEDIO,,28,56,47940,9.0
H3,DOMESTICO MEDIO,,27,54,29039,11.0
H3,DOMESTICO MEDIO,,37,72,19535,11.0
H2,DOMESTICO MEDIO,,28,76,12754,22.0
H3,DOMESTICO MEDIO,,20,22,16723,16.0
H3,DOMESTICO MEDIO,,27,18,48260,16.0
H1,DOMESTICO MEDIO,,38,66,38197,20.0
H3,DOMESTICO RESIDENCIAL,,35,61,35987,15.0
H3,DOMESTICO MEDIO,,28,30,23189,11.0
H3,DOMESTICO MEDIO,,26,89,42433,10.0
H3,DOMESTICO MEDIO,,26,55,36168,16.0
